Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:16:54,02-07-2024 21:16:55,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:16:55,02-07-2024 21:16:55,0.255s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h3_We Care About Your Health""))",Chrome 126.0.0.0,,,02-07-2024 21:16:55,02-07-2024 21:16:55,0.269s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:16:55,02-07-2024 21:16:55,0.270s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:16:55,02-07-2024 21:16:56,0.262s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:16:56,02-07-2024 21:16:56,0.086s,PASSED
,,,,,,,
Test Cases/WEB/t3_click_homepage_button_and_login,Chrome 126.0.0.0,,,02-07-2024 21:16:56,02-07-2024 21:17:02,6.371s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:16:56,02-07-2024 21:16:56,0.606s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:16:56,02-07-2024 21:17:00,3.268s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:17:00,02-07-2024 21:17:00,0.643s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:17:00,02-07-2024 21:17:01,0.651s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:17:01,02-07-2024 21:17:01,0.306s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:17:01,02-07-2024 21:17:02,0.851s,PASSED
,,,,,,,
Test Cases/WEB/t4_make_an_appointment,Chrome 126.0.0.0,,,02-07-2024 21:17:02,02-07-2024 21:17:46,43.573s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:17:02,02-07-2024 21:17:03,0.705s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:17:03,02-07-2024 21:17:06,2.760s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:17:06,02-07-2024 21:17:06,0.721s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:17:06,02-07-2024 21:17:07,0.647s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:17:07,02-07-2024 21:17:07,0.297s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:17:07,02-07-2024 21:17:08,0.851s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,02-07-2024 21:17:08,02-07-2024 21:17:09,1.004s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,02-07-2024 21:17:09,02-07-2024 21:17:09,0.269s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 126.0.0.0,,,02-07-2024 21:17:09,02-07-2024 21:17:10,0.274s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_10""))",Chrome 126.0.0.0,,,02-07-2024 21:17:10,02-07-2024 21:17:10,0.481s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:17:10,02-07-2024 21:17:11,0.797s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""))",Chrome 126.0.0.0,,,02-07-2024 21:17:11,02-07-2024 21:17:11,0.484s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 126.0.0.0,,,02-07-2024 21:17:11,02-07-2024 21:17:12,0.267s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Yes""))",Chrome 126.0.0.0,,,02-07-2024 21:17:12,02-07-2024 21:17:12,0.266s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicare""))",Chrome 126.0.0.0,,,02-07-2024 21:17:12,02-07-2024 21:17:12,0.250s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_10072024""))",Chrome 126.0.0.0,,,02-07-2024 21:17:12,02-07-2024 21:17:13,0.267s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,02-07-2024 21:17:13,02-07-2024 21:17:45,32.056s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:17:45,02-07-2024 21:17:45,0.484s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h3_We Care About Your Health""))",Chrome 126.0.0.0,,,02-07-2024 21:17:45,02-07-2024 21:17:45,0.253s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:17:45,02-07-2024 21:17:46,0.253s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:17:46,02-07-2024 21:17:46,0.125s,PASSED
,,,,,,,
Test Cases/WEB/T5_signout,Chrome 126.0.0.0,,,02-07-2024 21:17:46,02-07-2024 21:17:57,11.463s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:17:46,02-07-2024 21:17:46,0.592s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:17:46,02-07-2024 21:17:49,2.792s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:17:49,02-07-2024 21:17:49,0.271s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:17:49,02-07-2024 21:17:50,0.612s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:17:50,02-07-2024 21:17:51,0.531s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:17:51,02-07-2024 21:17:51,0.298s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:17:51,02-07-2024 21:17:52,0.821s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 126.0.0.0,,,02-07-2024 21:17:52,02-07-2024 21:17:52,0.374s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,02-07-2024 21:17:52,02-07-2024 21:17:53,0.836s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:17:53,02-07-2024 21:17:53,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h3_We Care About Your Health""))",Chrome 126.0.0.0,,,02-07-2024 21:17:53,02-07-2024 21:17:53,0.265s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/footer_CURA Healthcare Service             _54f5c2""))",Chrome 126.0.0.0,,,02-07-2024 21:17:53,02-07-2024 21:17:54,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h4_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:17:54,02-07-2024 21:17:54,0.260s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_CURA Healthcare Service                _bba294""))",Chrome 126.0.0.0,,,02-07-2024 21:17:54,02-07-2024 21:17:54,0.263s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/strong_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:17:54,02-07-2024 21:17:55,0.386s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/strong_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:17:55,02-07-2024 21:17:55,0.261s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 126.0.0.0,,,02-07-2024 21:17:55,02-07-2024 21:17:55,0.354s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 126.0.0.0,,,02-07-2024 21:17:55,02-07-2024 21:17:55,0.259s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 126.0.0.0,,,02-07-2024 21:17:55,02-07-2024 21:17:56,0.250s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:17:56,02-07-2024 21:17:56,0.357s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:17:56,02-07-2024 21:17:56,0.258s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_CURA Healthcare Service                _bba294_1""))",Chrome 126.0.0.0,,,02-07-2024 21:17:56,02-07-2024 21:17:57,0.255s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/ul_infokatalon.com_list-inline""))",Chrome 126.0.0.0,,,02-07-2024 21:17:57,02-07-2024 21:17:57,0.260s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/html_CURA Healthcare Service               _2b5fdb""))",Chrome 126.0.0.0,,,02-07-2024 21:17:57,02-07-2024 21:17:57,0.261s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:17:57,02-07-2024 21:17:57,0.092s,PASSED
,,,,,,,
Test Cases/WEB/t6_view_history_logged_in,Chrome 126.0.0.0,,,02-07-2024 21:17:57,02-07-2024 21:18:15,18.088s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:17:57,02-07-2024 21:17:58,0.598s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:17:58,02-07-2024 21:18:01,2.735s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:18:01,02-07-2024 21:18:01,0.266s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:18:01,02-07-2024 21:18:01,0.598s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:18:01,02-07-2024 21:18:02,0.752s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:18:02,02-07-2024 21:18:02,0.293s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:18:02,02-07-2024 21:18:03,0.831s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,02-07-2024 21:18:03,02-07-2024 21:18:04,0.891s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 126.0.0.0,,,02-07-2024 21:18:04,02-07-2024 21:18:04,0.251s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,02-07-2024 21:18:04,02-07-2024 21:18:05,0.253s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 126.0.0.0,,,02-07-2024 21:18:05,02-07-2024 21:18:05,0.253s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""), ""10/7/2024"")",Chrome 126.0.0.0,,,02-07-2024 21:18:05,02-07-2024 21:18:05,0.538s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:18:05,02-07-2024 21:18:06,0.780s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/appointment.php#summary"")",Chrome 126.0.0.0,,,02-07-2024 21:18:06,02-07-2024 21:18:06,0.020s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 126.0.0.0,,,02-07-2024 21:18:06,02-07-2024 21:18:07,0.470s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_History""))",Chrome 126.0.0.0,,,02-07-2024 21:18:07,02-07-2024 21:18:07,0.559s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_History""))",Chrome 126.0.0.0,,,02-07-2024 21:18:07,02-07-2024 21:18:08,0.497s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_History""))",Chrome 126.0.0.0,,,02-07-2024 21:18:08,02-07-2024 21:18:08,0.258s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_10072024""))",Chrome 126.0.0.0,,,02-07-2024 21:18:08,02-07-2024 21:18:08,0.352s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_10072024""))",Chrome 126.0.0.0,,,02-07-2024 21:18:08,02-07-2024 21:18:09,0.259s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Facility""))",Chrome 126.0.0.0,,,02-07-2024 21:18:09,02-07-2024 21:18:09,0.353s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 126.0.0.0,,,02-07-2024 21:18:09,02-07-2024 21:18:09,0.361s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 126.0.0.0,,,02-07-2024 21:18:09,02-07-2024 21:18:10,0.258s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission_1""))",Chrome 126.0.0.0,,,02-07-2024 21:18:10,02-07-2024 21:18:10,0.252s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_No""))",Chrome 126.0.0.0,,,02-07-2024 21:18:10,02-07-2024 21:18:10,0.353s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission_1""))",Chrome 126.0.0.0,,,02-07-2024 21:18:10,02-07-2024 21:18:11,0.362s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission_1""))",Chrome 126.0.0.0,,,02-07-2024 21:18:11,02-07-2024 21:18:11,0.356s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Healthcare Program""))",Chrome 126.0.0.0,,,02-07-2024 21:18:11,02-07-2024 21:18:11,0.360s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Healthcare Program""))",Chrome 126.0.0.0,,,02-07-2024 21:18:11,02-07-2024 21:18:12,0.256s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicaid""))",Chrome 126.0.0.0,,,02-07-2024 21:18:12,02-07-2024 21:18:12,0.360s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicaid""))",Chrome 126.0.0.0,,,02-07-2024 21:18:12,02-07-2024 21:18:12,0.258s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Comment""))",Chrome 126.0.0.0,,,02-07-2024 21:18:12,02-07-2024 21:18:13,0.367s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,02-07-2024 21:18:13,02-07-2024 21:18:13,0.560s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 126.0.0.0,,,02-07-2024 21:18:13,02-07-2024 21:18:13,0.261s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Profile""))",Chrome 126.0.0.0,,,02-07-2024 21:18:13,02-07-2024 21:18:14,0.575s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:18:14,02-07-2024 21:18:14,0.371s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,02-07-2024 21:18:14,02-07-2024 21:18:15,0.815s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:18:15,02-07-2024 21:18:15,0.102s,PASSED
