Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,02-07-2024 20:59:18,02-07-2024 20:59:19,0.881s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,02-07-2024 20:59:19,02-07-2024 20:59:19,0.268s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 126.0.0.0,,,02-07-2024 20:59:19,02-07-2024 20:59:19,0.272s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_10""))",Chrome 126.0.0.0,,,02-07-2024 20:59:19,02-07-2024 20:59:20,0.489s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,02-07-2024 20:59:20,02-07-2024 20:59:21,0.815s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""))",Chrome 126.0.0.0,,,02-07-2024 20:59:21,02-07-2024 20:59:21,0.482s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 126.0.0.0,,,02-07-2024 20:59:21,02-07-2024 20:59:21,0.251s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Yes""))",Chrome 126.0.0.0,,,02-07-2024 20:59:21,02-07-2024 20:59:22,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicare""))",Chrome 126.0.0.0,,,02-07-2024 20:59:22,02-07-2024 20:59:22,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_10072024""))",Chrome 126.0.0.0,,,02-07-2024 20:59:22,02-07-2024 20:59:22,0.250s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Comment""))",Chrome 126.0.0.0,,,02-07-2024 20:59:22,02-07-2024 20:59:22,0.257s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Visit Date""))",Chrome 126.0.0.0,,,02-07-2024 20:59:22,02-07-2024 20:59:23,0.264s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,02-07-2024 20:59:23,02-07-2024 20:59:23,0.575s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 20:59:23,02-07-2024 20:59:23,0.256s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h3_We Care About Your Health""))",Chrome 126.0.0.0,,,02-07-2024 20:59:23,02-07-2024 20:59:24,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 20:59:24,02-07-2024 20:59:24,0.253s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 20:59:24,02-07-2024 20:59:24,0.109s,PASSED
