Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h3_We Care About Your Health""))",Chrome 126.0.0.0,,,02-07-2024 21:35:27,02-07-2024 21:35:28,0.269s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:35:28,02-07-2024 21:35:28,0.256s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:35:28,02-07-2024 21:35:28,0.261s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:35:28,02-07-2024 21:35:28,0.099s,PASSED
,,,,,,,
Test Cases/WEB/t3_click_homepage_button_and_login,Chrome 126.0.0.0,,,02-07-2024 21:35:28,02-07-2024 21:35:35,6.279s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:35:28,02-07-2024 21:35:29,0.604s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:35:29,02-07-2024 21:35:32,3.060s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:35:32,02-07-2024 21:35:33,0.730s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:35:33,02-07-2024 21:35:33,0.666s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:35:33,02-07-2024 21:35:34,0.307s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:35:34,02-07-2024 21:35:35,0.861s,PASSED
,,,,,,,
Test Cases/WEB/t4_make_an_appointment,Chrome 126.0.0.0,,,02-07-2024 21:35:35,02-07-2024 21:36:17,42.810s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:35:35,02-07-2024 21:35:35,0.692s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:35:35,02-07-2024 21:35:38,2.751s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:35:38,02-07-2024 21:35:39,0.633s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:35:39,02-07-2024 21:35:39,0.747s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:35:39,02-07-2024 21:35:40,0.297s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:35:40,02-07-2024 21:35:41,0.859s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,02-07-2024 21:35:41,02-07-2024 21:35:42,1.010s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,02-07-2024 21:35:42,02-07-2024 21:35:42,0.270s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 126.0.0.0,,,02-07-2024 21:35:42,02-07-2024 21:35:42,0.274s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_10""))",Chrome 126.0.0.0,,,02-07-2024 21:35:42,02-07-2024 21:35:43,0.501s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:35:43,02-07-2024 21:35:43,0.813s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""))",Chrome 126.0.0.0,,,02-07-2024 21:35:43,02-07-2024 21:35:44,0.366s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 126.0.0.0,,,02-07-2024 21:35:44,02-07-2024 21:35:44,0.267s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Yes""))",Chrome 126.0.0.0,,,02-07-2024 21:35:44,02-07-2024 21:35:44,0.253s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicare""))",Chrome 126.0.0.0,,,02-07-2024 21:35:44,02-07-2024 21:35:45,0.267s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_10072024""))",Chrome 126.0.0.0,,,02-07-2024 21:35:45,02-07-2024 21:35:45,0.251s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,02-07-2024 21:35:45,02-07-2024 21:36:17,31.608s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:36:17,02-07-2024 21:36:17,0.260s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h3_We Care About Your Health""))",Chrome 126.0.0.0,,,02-07-2024 21:36:17,02-07-2024 21:36:17,0.254s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:36:17,02-07-2024 21:36:17,0.257s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:36:17,02-07-2024 21:36:17,0.112s,PASSED
,,,,,,,
Test Cases/WEB/T5_signout,Chrome 126.0.0.0,,,02-07-2024 21:36:17,02-07-2024 21:36:29,11.757s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:36:17,02-07-2024 21:36:18,0.591s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:36:18,02-07-2024 21:36:21,2.773s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:36:21,02-07-2024 21:36:21,0.273s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:36:21,02-07-2024 21:36:22,0.606s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:36:22,02-07-2024 21:36:22,0.756s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:36:22,02-07-2024 21:36:23,0.295s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:36:23,02-07-2024 21:36:24,0.837s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 126.0.0.0,,,02-07-2024 21:36:24,02-07-2024 21:36:24,0.493s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,02-07-2024 21:36:24,02-07-2024 21:36:25,0.834s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h1_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:36:25,02-07-2024 21:36:25,0.258s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h3_We Care About Your Health""))",Chrome 126.0.0.0,,,02-07-2024 21:36:25,02-07-2024 21:36:25,0.250s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/footer_CURA Healthcare Service             _54f5c2""))",Chrome 126.0.0.0,,,02-07-2024 21:36:25,02-07-2024 21:36:26,0.252s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h4_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:36:26,02-07-2024 21:36:26,0.253s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_CURA Healthcare Service                _bba294""))",Chrome 126.0.0.0,,,02-07-2024 21:36:26,02-07-2024 21:36:26,0.252s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/strong_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:36:26,02-07-2024 21:36:27,0.369s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/strong_CURA Healthcare Service""))",Chrome 126.0.0.0,,,02-07-2024 21:36:27,02-07-2024 21:36:27,0.265s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 126.0.0.0,,,02-07-2024 21:36:27,02-07-2024 21:36:27,0.353s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 126.0.0.0,,,02-07-2024 21:36:27,02-07-2024 21:36:27,0.261s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 126.0.0.0,,,02-07-2024 21:36:27,02-07-2024 21:36:28,0.249s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:36:28,02-07-2024 21:36:28,0.353s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""))",Chrome 126.0.0.0,,,02-07-2024 21:36:28,02-07-2024 21:36:28,0.259s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_CURA Healthcare Service                _bba294_1""))",Chrome 126.0.0.0,,,02-07-2024 21:36:28,02-07-2024 21:36:29,0.256s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/ul_infokatalon.com_list-inline""))",Chrome 126.0.0.0,,,02-07-2024 21:36:29,02-07-2024 21:36:29,0.260s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/html_CURA Healthcare Service               _2b5fdb""))",Chrome 126.0.0.0,,,02-07-2024 21:36:29,02-07-2024 21:36:29,0.259s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:36:29,02-07-2024 21:36:29,0.092s,PASSED
,,,,,,,
Test Cases/WEB/t6_view_history_logged_in,Chrome 126.0.0.0,,,02-07-2024 21:36:29,02-07-2024 21:36:48,18.878s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 21:36:29,02-07-2024 21:36:30,0.597s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 21:36:30,02-07-2024 21:36:33,3.306s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:36:33,02-07-2024 21:36:33,0.265s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:36:33,02-07-2024 21:36:34,0.721s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 21:36:34,02-07-2024 21:36:35,0.645s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,02-07-2024 21:36:35,02-07-2024 21:36:35,0.297s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,02-07-2024 21:36:35,02-07-2024 21:36:36,0.862s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,02-07-2024 21:36:36,02-07-2024 21:36:37,0.988s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 126.0.0.0,,,02-07-2024 21:36:37,02-07-2024 21:36:37,0.251s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,02-07-2024 21:36:37,02-07-2024 21:36:37,0.266s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 126.0.0.0,,,02-07-2024 21:36:37,02-07-2024 21:36:38,0.273s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""), ""10/7/2024"")",Chrome 126.0.0.0,,,02-07-2024 21:36:38,02-07-2024 21:36:38,0.544s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,02-07-2024 21:36:38,02-07-2024 21:36:39,0.775s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/appointment.php#summary"")",Chrome 126.0.0.0,,,02-07-2024 21:36:39,02-07-2024 21:36:39,0.009s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 126.0.0.0,,,02-07-2024 21:36:39,02-07-2024 21:36:39,0.362s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_History""))",Chrome 126.0.0.0,,,02-07-2024 21:36:39,02-07-2024 21:36:40,0.586s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_History""))",Chrome 126.0.0.0,,,02-07-2024 21:36:40,02-07-2024 21:36:40,0.473s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_History""))",Chrome 126.0.0.0,,,02-07-2024 21:36:40,02-07-2024 21:36:41,0.257s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_10072024""))",Chrome 126.0.0.0,,,02-07-2024 21:36:41,02-07-2024 21:36:41,0.350s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_10072024""))",Chrome 126.0.0.0,,,02-07-2024 21:36:41,02-07-2024 21:36:41,0.260s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Facility""))",Chrome 126.0.0.0,,,02-07-2024 21:36:41,02-07-2024 21:36:42,0.362s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 126.0.0.0,,,02-07-2024 21:36:42,02-07-2024 21:36:42,0.360s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""))",Chrome 126.0.0.0,,,02-07-2024 21:36:42,02-07-2024 21:36:42,0.259s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission_1""))",Chrome 126.0.0.0,,,02-07-2024 21:36:42,02-07-2024 21:36:43,0.255s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_No""))",Chrome 126.0.0.0,,,02-07-2024 21:36:43,02-07-2024 21:36:43,0.351s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission_1""))",Chrome 126.0.0.0,,,02-07-2024 21:36:43,02-07-2024 21:36:43,0.364s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission_1""))",Chrome 126.0.0.0,,,02-07-2024 21:36:43,02-07-2024 21:36:44,0.360s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Healthcare Program""))",Chrome 126.0.0.0,,,02-07-2024 21:36:44,02-07-2024 21:36:44,0.360s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Healthcare Program""))",Chrome 126.0.0.0,,,02-07-2024 21:36:44,02-07-2024 21:36:44,0.262s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicaid""))",Chrome 126.0.0.0,,,02-07-2024 21:36:44,02-07-2024 21:36:45,0.353s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicaid""))",Chrome 126.0.0.0,,,02-07-2024 21:36:45,02-07-2024 21:36:45,0.256s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Comment""))",Chrome 126.0.0.0,,,02-07-2024 21:36:45,02-07-2024 21:36:45,0.355s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,02-07-2024 21:36:45,02-07-2024 21:36:46,0.568s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 126.0.0.0,,,02-07-2024 21:36:46,02-07-2024 21:36:46,0.269s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Profile""))",Chrome 126.0.0.0,,,02-07-2024 21:36:46,02-07-2024 21:36:47,0.579s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,02-07-2024 21:36:47,02-07-2024 21:36:47,0.469s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,02-07-2024 21:36:47,02-07-2024 21:36:48,0.843s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,02-07-2024 21:36:48,02-07-2024 21:36:48,0.108s,PASSED
